fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,year,avg_temperature_c,rainfall_mm,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct
2020-21,Odisha,Sambalpur,Sambalpur,371.0,Rice,Winter,80300.0,241030.0,3.0,2020,26.8,1509.0,81.2,6.3,289.0,29.0,152.0,83.0
2020-21,Odisha,Koraput,Koraput,363.0,Rice,Winter,93840.0,280930.0,2.99,2020,30.4,1424.0,82.5,6.83,233.0,22.0,186.0,56.0
2020-21,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Winter,116810.0,349000.0,2.99,2020,25.9,1314.0,81.8,5.95,268.0,22.0,164.0,74.0
2020-21,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,2470.0,7280.0,2.95,2020,28.4,1504.0,84.7,6.39,349.0,23.0,158.0,55.0
2020-21,Odisha,Deogarh,Deogarh,351.0,Rice,Summer,330.0,960.0,2.91,2020,28.1,1637.0,78.9,6.59,257.0,17.0,160.0,66.0
2020-21,Odisha,Cuttack,Cuttack,350.0,Rice,Winter,100540.0,290430.0,2.89,2020,25.2,1536.0,80.7,6.28,235.0,21.0,176.0,61.0
2020-21,Odisha,Rayagada,Rayagada,370.0,Rice,Winter,48440.0,139930.0,2.89,2020,28.2,1310.0,89.6,5.93,290.0,23.0,169.0,70.0
2020-21,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,274790.0,785980.0,2.86,2020,25.2,1763.0,78.8,5.92,313.0,21.0,179.0,49.0
2020-21,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,1680.0,4810.0,2.86,2020,23.0,1190.0,80.9,6.5,327.0,30.0,128.0,61.0
2020-21,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,3700.0,10540.0,2.85,2020,27.9,1165.0,79.6,6.44,267.0,20.0,188.0,54.0
2020-21,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,54170.0,151130.0,2.79,2020,24.4,1623.0,83.8,5.89,293.0,23.0,163.0,54.0
2020-21,Odisha,Boudh,Boudh,349.0,Rice,Autumn,2960.0,8200.0,2.77,2020,27.7,1491.0,86.1,5.73,304.0,21.0,176.0,75.0
2020-21,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,311690.0,861310.0,2.76,2020,26.0,1351.0,80.0,5.69,308.0,30.0,193.0,65.0
2020-21,Odisha,Koraput,Koraput,363.0,Rice,Summer,23990.0,65870.0,2.75,2020,29.5,1252.0,80.3,6.86,266.0,17.0,192.0,40.0
2020-21,Odisha,Kalahandi,Kalahandi,358.0,Rice,Winter,168290.0,457030.0,2.72,2020,28.6,1868.0,80.9,6.17,345.0,26.0,138.0,56.0
2020-21,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,4990.0,13590.0,2.72,2020,26.3,1471.0,84.1,7.14,261.0,30.0,185.0,52.0
2020-21,Odisha,State Total,,,Rice,Winter,3257750.0,8838580.0,2.713093392678996,2020,26.0,1546.0,79.0,6.42,310.0,31.0,170.0,60.0
2020-21,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,29920.0,79410.0,2.65,2020,25.2,1507.0,80.5,6.38,284.0,25.0,186.0,41.0
2020-21,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,78140.0,205420.0,2.63,2020,26.3,1528.0,72.5,6.32,264.0,33.0,133.0,73.0
2020-21,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,350.0,910.0,2.6,2020,26.6,1547.0,76.5,6.6,263.0,19.0,145.0,61.0
2020-21,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,18390.0,47490.0,2.58,2020,26.5,1582.0,81.6,5.81,264.0,21.0,170.0,41.0
2020-21,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,20210.0,51610.0,2.55,2020,27.2,1382.0,85.6,7.06,269.0,21.0,147.0,50.0
2020-21,Odisha,Balangir,Balangir,345.0,Rice,Winter,109380.0,274710.0,2.51,2020,27.9,1398.0,83.2,6.16,249.0,25.0,157.0,94.0
2020-21,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,33050.0,82160.0,2.49,2020,27.5,1137.0,77.6,5.92,309.0,13.0,193.0,88.0
2020-21,Odisha,Khordha,Khordha,362.0,Rice,Winter,86770.0,213030.0,2.46,2020,25.9,1310.0,76.4,6.32,260.0,29.0,210.0,63.0
2020-21,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,35710.0,87120.0,2.44,2020,24.8,1499.0,82.7,6.64,263.0,30.0,161.0,74.0
2020-21,Odisha,Koraput,Koraput,363.0,Rice,Autumn,13090.0,31980.0,2.44,2020,29.0,1638.0,75.4,5.8,302.0,23.0,184.0,79.0
2020-21,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,39420.0,96120.0,2.44,2020,26.0,1558.0,86.3,6.43,281.0,30.0,168.0,37.0
2020-21,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,125490.0,306590.0,2.44,2020,26.0,1389.0,82.3,5.91,235.0,27.0,184.0,68.0
2020-21,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,82010.0,199480.0,2.43,2020,26.2,1223.0,75.6,6.0,252.0,19.0,176.0,55.0
2020-21,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,480.0,1140.0,2.38,2020,24.2,950.0,78.1,6.0,278.0,21.0,140.0,59.0
2020-21,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,90620.0,213910.0,2.36,2020,26.3,1657.0,79.1,6.51,265.0,21.0,191.0,53.0
2020-21,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,940.0,2140.0,2.28,2020,26.3,1344.0,78.9,5.76,311.0,26.0,148.0,37.0
2020-21,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,520.0,1180.0,2.27,2020,27.9,1369.0,76.0,6.28,258.0,29.0,139.0,58.0
2020-21,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,21440.0,47080.0,2.2,2020,28.0,1474.0,78.5,6.06,251.0,27.0,189.0,32.0
2020-21,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,148000.0,323480.0,2.19,2020,27.0,1197.0,79.3,5.86,250.0,21.0,158.0,49.0
2020-21,Odisha,Ganjam,Ganjam,354.0,Rice,Summer,120.0,260.0,2.17,2020,28.4,1387.0,79.2,5.71,299.0,25.0,182.0,75.0
2020-21,Odisha,Anugul,Anugul,344.0,Rice,Autumn,400.0,860.0,2.15,2020,27.5,1814.0,86.5,5.72,302.0,21.0,176.0,70.0
2020-21,Odisha,Bhadrak,Bhadrak,348.0,Rice,Autumn,2.0,4.3,2.15,2020,27.0,1541.0,82.4,5.55,226.0,32.0,146.0,50.0
2020-21,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,41390.0,88840.0,2.15,2020,27.2,1515.0,78.0,6.56,307.0,22.0,133.0,79.0
2020-21,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,11160.0,23860.0,2.14,2020,26.7,1165.0,80.7,6.1,315.0,24.0,200.0,49.0
2020-21,Odisha,Puri,Puri,369.0,Rice,Winter,100490.0,214690.0,2.14,2020,26.4,1854.0,78.5,6.26,226.0,23.0,179.0,44.0
2020-21,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,760.0,1580.0,2.08,2020,26.6,1194.0,80.8,6.67,261.0,18.0,194.0,92.0
2020-21,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,68760.0,142780.0,2.08,2020,25.3,1796.0,85.5,5.71,335.0,24.0,161.0,68.0
2020-21,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,10660.0,22010.0,2.06,2020,27.4,1069.0,83.0,5.82,320.0,28.0,190.0,68.0
2020-21,Odisha,State Total,,,Rice,Autumn,432392.0,865274.3,2.0011339247719664,2020,25.5,1703.0,91.1,6.3,286.0,23.0,199.0,71.0
2020-21,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,190.0,380.0,2.0,2020,28.3,1741.0,83.5,5.47,303.0,16.0,160.0,66.0
2020-21,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,350.0,700.0,2.0,2020,26.6,1302.0,78.3,5.97,359.0,23.0,160.0,47.0
2020-21,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,910.0,1780.0,1.96,2020,27.1,1526.0,85.2,5.83,303.0,20.0,167.0,48.0
2020-21,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,113940.0,220140.0,1.93,2020,27.7,1549.0,86.3,6.33,242.0,24.0,164.0,63.0
2020-21,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,33450.0,64330.0,1.92,2020,28.0,1304.0,86.4,6.03,333.0,29.0,112.0,65.0
2020-21,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,1240.0,2320.0,1.87,2020,24.6,1189.0,77.6,7.0,255.0,20.0,146.0,72.0
2020-21,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,127870.0,231430.0,1.81,2020,26.7,1213.0,81.4,6.58,320.0,23.0,171.0,56.0
2020-21,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,200.0,340.0,1.7,2020,28.3,1547.0,86.5,5.86,308.0,24.0,171.0,86.0
2020-21,Odisha,Balangir,Balangir,345.0,Rice,Autumn,49190.0,82940.0,1.69,2020,24.5,1435.0,75.3,6.05,316.0,17.0,170.0,38.0
2020-21,Odisha,Bargarh,Bargarh,347.0,Rice,Autumn,49430.0,81330.0,1.65,2020,27.6,1348.0,80.0,6.06,339.0,26.0,159.0,87.0
2020-21,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,4570.0,7000.0,1.53,2020,23.6,1624.0,76.3,7.52,234.0,23.0,124.0,79.0
2020-21,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,27460.0,41200.0,1.5,2020,25.5,1541.0,78.3,5.6,283.0,19.0,167.0,63.0
2020-21,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,14270.0,20570.0,1.44,2020,27.1,1314.0,78.0,6.28,353.0,17.0,169.0,63.0
2020-21,Odisha,Khordha,Khordha,362.0,Rice,Autumn,10.0,10.0,1.0,2020,24.5,1234.0,87.0,5.37,319.0,24.0,147.0,54.0
2020-21,Odisha,Nayagarh,Nayagarh,367.0,Rice,Summer,30.0,30.0,1.0,2020,25.5,1544.0,81.1,6.2,291.0,28.0,172.0,46.0
2020-21,Odisha,Nayagarh,Nayagarh,367.0,Rice,Autumn,10.0,10.0,1.0,2020,24.8,1353.0,78.5,6.96,249.0,26.0,170.0,51.0
2020-21,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,14130.0,9760.0,0.69,2020,29.5,1468.0,77.9,6.04,289.0,18.0,154.0,64.0
2019-20,Odisha,Cuttack,Cuttack,350.0,Rice,Summer,2050.0,8600.0,4.195121951219512,2019,27.2,1734.0,82.6,6.64,253.0,22.0,163.0,92.0
2019-20,Odisha,Sonepur,Sonepur,372.0,Rice,Summer,38200.0,156670.0,4.10130890052356,2019,27.9,1540.0,82.0,6.17,234.0,26.0,182.0,71.0
2019-20,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Summer,610.0,2490.0,4.081967213114754,2019,26.7,1295.0,87.4,6.03,305.0,30.0,171.0,36.0
2019-20,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Winter,29940.0,110820.0,3.701402805611224,2019,26.5,1479.0,84.0,6.1,287.0,32.0,146.0,43.0
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Rice,Summer,34190.0,126130.0,3.689090377303305,2019,24.6,1279.0,76.3,5.97,258.0,25.0,196.0,72.0
2019-20,Odisha,Rayagada,Rayagada,370.0,Rice,Summer,3310.0,11760.0,3.5528700906344413,2019,26.6,1740.0,79.5,5.95,299.0,29.0,188.0,58.0
2019-20,Odisha,Sambalpur,Sambalpur,371.0,Rice,Summer,11550.0,40550.0,3.51082251082251,2019,25.9,1349.0,86.3,5.67,267.0,17.0,149.0,43.0
2019-20,Odisha,Baleshwar,Balasore,346.0,Rice,Summer,43710.0,149020.0,3.40928849233585,2019,28.3,1487.0,79.5,6.8,347.0,27.0,151.0,44.0
2019-20,Odisha,Khordha,Khordha,362.0,Rice,Summer,590.0,1970.0,3.3389830508474576,2019,28.7,1505.0,88.9,6.04,284.0,32.0,152.0,40.0
2019-20,Odisha,Rayagada,Rayagada,370.0,Rice,Winter,52130.0,172310.0,3.305390370228276,2019,29.2,1479.0,77.6,6.32,340.0,24.0,177.0,84.0
2019-20,Odisha,Cuttack,Cuttack,350.0,Rice,Winter,116810.0,384520.0,3.2918414519304853,2019,28.3,1097.0,84.3,5.85,257.0,31.0,179.0,57.0
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Winter,105290.0,342380.0,3.251780795897046,2019,26.1,1190.0,78.6,6.65,306.0,31.0,177.0,58.0
2019-20,Odisha,Nuapada,Nuapada,368.0,Rice,Summer,8730.0,28200.0,3.2302405498281788,2019,25.3,1369.0,80.0,6.09,350.0,27.0,179.0,53.0
2019-20,Odisha,State Total,,,Rice,Summer,292610.0,932910.0,3.188236902361505,2019,28.1,1507.0,86.4,6.16,294.0,32.0,139.0,49.0
2019-20,Odisha,Sonepur,Sonepur,372.0,Rice,Winter,96450.0,307330.0,3.1864178330741315,2019,27.5,1425.0,81.5,5.47,325.0,23.0,154.0,35.0
2019-20,Odisha,Anugul,Anugul,344.0,Rice,Winter,57960.0,184170.0,3.177536231884058,2019,24.3,1278.0,85.3,6.36,224.0,23.0,127.0,63.0
2019-20,Odisha,Balangir,Balangir,345.0,Rice,Summer,2240.0,6960.0,3.107142857142857,2019,27.5,1207.0,83.9,6.92,310.0,32.0,182.0,77.0
2019-20,Odisha,Puri,Puri,369.0,Rice,Summer,27840.0,85890.0,3.0851293103448274,2019,28.2,1378.0,85.0,5.85,286.0,26.0,185.0,53.0
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Rice,Winter,147690.0,455070.0,3.0812512695510867,2019,27.1,1366.0,78.4,6.02,312.0,18.0,187.0,63.0
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Rice,Summer,2120.0,6390.0,3.0141509433962264,2019,26.7,1542.0,81.1,5.74,315.0,24.0,157.0,75.0
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Rice,Winter,156190.0,469310.0,3.00473781932262,2019,25.8,1391.0,83.7,6.25,206.0,39.0,172.0,70.0
2019-20,Odisha,Anugul,Anugul,344.0,Rice,Summer,30.0,90.0,3.0,2019,24.8,1558.0,78.6,6.23,269.0,12.0,173.0,46.0
2019-20,Odisha,Koraput,Koraput,363.0,Rice,Summer,27570.0,81960.0,2.9727965179542983,2019,28.2,1343.0,88.5,6.48,262.0,31.0,195.0,53.0
2019-20,Odisha,Koraput,Koraput,363.0,Rice,Winter,86250.0,253870.0,2.9434202898550725,2019,26.5,1404.0,78.9,6.42,290.0,21.0,127.0,60.0
2019-20,Odisha,Sambalpur,Sambalpur,371.0,Rice,Winter,79090.0,228920.0,2.894424073839929,2019,26.6,1387.0,80.8,5.87,217.0,27.0,180.0,83.0
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Summer,9250.0,26230.0,2.835675675675676,2019,29.6,1309.0,78.0,6.29,247.0,28.0,158.0,77.0
2019-20,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,21880.0,61270.0,2.800274223034735,2019,28.0,1563.0,73.4,6.07,320.0,17.0,158.0,56.0
2019-20,Odisha,Bhadrak,Bhadrak,348.0,Rice,Summer,930.0,2600.0,2.795698924731183,2019,27.6,1304.0,89.2,5.76,291.0,16.0,178.0,30.0
2019-20,Odisha,Boudh,Boudh,349.0,Rice,Winter,60260.0,167030.0,2.771822104215068,2019,27.2,1356.0,81.2,6.15,247.0,20.0,174.0,57.0
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,16410.0,45480.0,2.7714808043875685,2019,29.3,1437.0,80.2,7.72,276.0,24.0,148.0,45.0
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Winter,79990.0,221030.0,2.763220402550319,2019,29.6,1216.0,81.2,7.13,323.0,16.0,175.0,72.0
2019-20,Odisha,Boudh,Boudh,349.0,Rice,Summer,950.0,2570.0,2.705263157894737,2019,28.4,1392.0,87.7,6.26,221.0,27.0,173.0,45.0
2019-20,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Summer,2730.0,7310.0,2.677655677655677,2019,27.9,1322.0,78.1,6.9,278.0,27.0,198.0,48.0
2019-20,Odisha,Ganjam,Ganjam,354.0,Rice,Summer,30.0,80.0,2.6666666666666665,2019,23.9,1380.0,84.7,6.18,277.0,25.0,170.0,59.0
2019-20,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,17030.0,44580.0,2.6177334116265416,2019,27.2,1439.0,80.3,6.18,292.0,25.0,181.0,57.0
2019-20,Odisha,Khordha,Khordha,362.0,Rice,Winter,88470.0,230480.0,2.6051768961229795,2019,26.8,1306.0,79.6,5.42,303.0,17.0,135.0,45.0
2019-20,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,86320.0,224550.0,2.6013670064874885,2019,27.1,1410.0,84.3,5.82,352.0,22.0,156.0,81.0
2019-20,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,281440.0,726160.0,2.5801591813530416,2019,28.4,1686.0,86.0,5.89,304.0,24.0,146.0,42.0
2019-20,Odisha,Bargarh,Bargarh,347.0,Rice,Summer,69610.0,176110.0,2.5299525930182445,2019,22.9,1445.0,79.9,6.24,264.0,28.0,164.0,20.0
2019-20,Odisha,Gajapati,Gajapati,353.0,Rice,Winter,30790.0,77690.0,2.523221825267944,2019,26.1,1656.0,78.9,6.21,329.0,25.0,199.0,32.0
2019-20,Odisha,State Total,,,Rice,Winter,3222020.0,8052660.0,2.4992582293095635,2019,27.4,1512.0,77.3,5.97,255.0,32.0,130.0,61.0
2019-20,Odisha,Balangir,Balangir,345.0,Rice,Winter,121350.0,295310.0,2.433539348990524,2019,26.3,1589.0,86.4,5.96,300.0,27.0,159.0,57.0
2019-20,Odisha,Cuttack,Cuttack,350.0,Rice,Autumn,150.0,360.0,2.4,2019,24.9,1311.0,79.7,6.13,340.0,24.0,164.0,33.0
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Summer,410.0,970.0,2.365853658536585,2019,28.3,1469.0,74.6,5.65,323.0,26.0,155.0,30.0
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,91450.0,212760.0,2.3265172225259705,2019,27.4,1474.0,87.6,5.95,313.0,32.0,193.0,58.0
2019-20,Odisha,Nuapada,Nuapada,368.0,Rice,Winter,51360.0,117270.0,2.2832943925233646,2019,25.5,1340.0,76.5,6.05,207.0,18.0,187.0,80.0
2019-20,Odisha,Rayagada,Rayagada,370.0,Rice,Autumn,1610.0,3660.0,2.2732919254658386,2019,27.5,1302.0,85.1,5.7,281.0,22.0,185.0,65.0
2019-20,Odisha,Puri,Puri,369.0,Rice,Winter,89810.0,203510.0,2.266006012693464,2019,28.2,1182.0,82.7,6.07,264.0,22.0,159.0,46.0
2019-20,Odisha,Baleshwar,Balasore,346.0,Rice,Winter,162390.0,366860.0,2.259129256727631,2019,27.0,1719.0,83.2,5.87,331.0,21.0,163.0,65.0
2019-20,Odisha,Kendujhar,Kendujhar,361.0,Rice,Autumn,27980.0,63090.0,2.2548248749106503,2019,28.2,1275.0,79.7,6.69,314.0,19.0,175.0,46.0
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Winter,297110.0,663750.0,2.234021069637508,2019,27.1,1692.0,83.5,6.1,294.0,27.0,168.0,24.0
2019-20,Odisha,Koraput,Koraput,363.0,Rice,Autumn,11810.0,26130.0,2.212531752751905,2019,26.4,1366.0,75.3,6.12,313.0,22.0,149.0,63.0
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Rice,Summer,100.0,220.0,2.2,2019,25.3,1295.0,84.4,6.37,262.0,27.0,180.0,62.0
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Winter,125170.0,267710.0,2.138771271071343,2019,26.9,1562.0,88.2,6.42,307.0,22.0,123.0,72.0
2019-20,Odisha,Anugul,Anugul,344.0,Rice,Autumn,4070.000000000001,8640.0,2.122850122850122,2019,27.3,1336.0,85.5,5.51,288.0,18.0,186.0,69.0
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Winter,79940.0,169200.0,2.1165874405804352,2019,28.3,1552.0,73.9,6.05,226.0,30.0,200.0,58.0
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Summer,1760.0,3710.0,2.1079545454545454,2019,26.8,1390.0,78.1,5.84,297.0,33.0,172.0,69.0
2019-20,Odisha,Kalahandi,Kalahandi,358.0,Rice,Autumn,22040.0,46010.0,2.0875680580762253,2019,27.7,1536.0,81.2,6.14,310.0,25.0,183.0,46.0
2019-20,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Autumn,570.0,1180.0,2.0701754385964914,2019,25.6,1276.0,83.9,5.99,327.0,27.0,164.0,37.0
2019-20,Odisha,Kendrapara,Kendrapara,360.0,Rice,Autumn,870.0,1800.0,2.0689655172413794,2019,25.8,1600.0,81.6,6.26,303.0,33.0,144.0,31.0
2019-20,Odisha,Boudh,Boudh,349.0,Rice,Autumn,1830.0,3710.0,2.0273224043715845,2019,26.8,1538.0,80.0,5.81,320.0,27.0,192.0,48.0
2019-20,Odisha,Nayagarh,Nayagarh,367.0,Rice,Summer,10.0,20.0,2.0,2019,25.4,1284.0,84.4,5.97,224.0,30.0,147.0,67.0
2019-20,Odisha,Deogarh,Deogarh,351.0,Rice,Winter,37230.0,72740.0,1.9538006983615364,2019,28.2,1926.0,86.7,5.96,272.0,28.0,209.0,71.0
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Rice,Winter,113770.0,216840.0,1.90595060209194,2019,27.7,1547.0,81.1,6.63,280.0,31.0,158.0,45.0
2019-20,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,33870.0,63510.0,1.87511071744907,2019,27.4,1862.0,84.9,6.35,273.0,26.0,166.0,65.0
2019-20,Odisha,Bargarh,Bargarh,347.0,Rice,Winter,184570.0,345220.0,1.870401473695617,2019,27.5,1738.0,71.7,6.35,282.0,25.0,165.0,67.0
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Rice,Winter,36410.0,67940.0,1.865970887118924,2019,30.0,1416.0,78.2,6.09,265.0,27.0,173.0,71.0
2019-20,Odisha,Jajapur,Jajapur,356.0,Rice,Winter,121960.0,222660.0,1.825680551000328,2019,26.3,1376.0,80.7,6.05,311.0,17.0,153.0,64.0
2019-20,Odisha,State Total,,,Rice,Autumn,426080.0,769480.0,1.805951933909125,2019,23.7,1377.0,80.0,6.42,250.0,20.0,158.0,44.0
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Summer,680.0,1220.0,1.7941176470588236,2019,27.3,1121.0,83.3,6.51,289.0,31.0,189.0,56.0
2019-20,Odisha,Bhadrak,Bhadrak,348.0,Rice,Winter,154430.0,275250.0,1.7823609402318203,2019,26.9,1325.0,86.1,6.21,288.0,31.0,136.0,42.0
2019-20,Odisha,Sambalpur,Sambalpur,371.0,Rice,Autumn,37370.0,65410.0,1.7503344929087503,2019,26.2,1494.0,84.0,6.66,290.0,26.0,151.0,40.0
2019-20,Odisha,Gajapati,Gajapati,353.0,Rice,Summer,240.0,420.0,1.75,2019,25.5,1725.0,79.5,6.71,252.0,19.0,147.0,80.0
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Summer,1480.0,2470.0,1.6689189189189189,2019,26.3,1311.0,75.9,5.53,334.0,30.0,163.0,68.0
2019-20,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rice,Autumn,15480.0,24580.0,1.5878552971576227,2019,27.3,1609.0,84.2,6.37,277.0,24.0,166.0,58.0
2019-20,Odisha,Balangir,Balangir,345.0,Rice,Autumn,50850.0,80570.0,1.584464110127827,2019,26.2,1225.0,74.6,6.18,235.0,18.0,161.0,44.0
2019-20,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Rice,Autumn,800.0,1210.0,1.5125,2019,30.6,1344.0,84.6,6.36,313.0,27.0,171.0,50.0
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Rice,Autumn,78090.0,116660.0,1.4939172749391727,2019,25.6,1368.0,81.2,6.65,285.0,28.0,184.0,57.0
2019-20,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,12110.0,17960.0,1.4830718414533444,2019,25.8,1517.0,77.3,5.83,282.0,28.0,181.0,72.0
2019-20,Odisha,Deogarh,Deogarh,351.0,Rice,Autumn,11700.0,16680.0,1.4256410256410257,2019,23.6,1532.0,83.1,5.55,282.0,22.0,162.0,67.0
2019-20,Odisha,Sundargarh,Sundargarh,373.0,Rice,Summer,1040.0,1440.0,1.3846153846153846,2019,27.4,1623.0,82.0,6.64,299.0,21.0,170.0,58.0
2019-20,Odisha,Kandhamal,Kandhamal,359.0,Rice,Autumn,3240.0,4430.0,1.367283950617284,2019,24.0,1589.0,81.9,5.8,283.0,17.0,148.0,71.0
2019-20,Odisha,Bargarh,Bargarh,347.0,Rice,Autumn,45030.0,60670.0,1.347324006218077,2019,26.2,1494.0,81.7,5.93,258.0,32.0,191.0,48.0
2019-20,Odisha,Jajapur,Jajapur,356.0,Rice,Summer,650.0,860.0,1.323076923076923,2019,26.6,1520.0,83.7,6.28,235.0,25.0,169.0,85.0
2019-20,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,11280.0,11880.0,1.053191489361702,2019,25.9,1736.0,85.7,5.93,296.0,32.0,116.0,67.0
2019-20,Odisha,Gajapati,Gajapati,353.0,Rice,Autumn,10.0,10.0,1.0,2019,29.6,1358.0,84.0,5.56,232.0,23.0,158.0,23.0
2018-19,Odisha,Sambalpur,Sambalpur,371.0,Rice,Summer,11110.0,49810.0,4.483348334833483,2018,28.5,1589.0,86.0,6.21,324.0,33.0,147.0,49.0
2018-19,Odisha,Sonepur,Sonepur,372.0,Rice,Summer,35480.0,154010.0,4.340755355129651,2018,29.0,1125.0,81.8,5.89,252.0,15.0,185.0,53.0
2018-19,Odisha,Bargarh,Bargarh,347.0,Rice,Summer,69780.0,249680.0,3.578102608197191,2018,25.7,1524.0,88.5,6.44,255.0,25.0,153.0,84.0
2018-19,Odisha,Baleshwar,Balasore,346.0,Rice,Summer,38790.0,135450.0,3.491879350348028,2018,28.7,1363.0,84.3,6.0,251.0,20.0,151.0,57.0
2018-19,Odisha,State Total,,,Rice,Summer,274230.0,925810.0,3.376034715384896,2018,27.7,1450.0,79.8,5.92,237.0,21.0,155.0,58.0
2018-19,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Summer,680.0,2200.0,3.235294117647059,2018,28.2,1637.0,77.6,6.12,258.0,17.0,130.0,73.0
2018-19,Odisha,Dhenkanal,Dhenkanal,352.0,Rice,Winter,88450.0,278490.0,3.14855850763143,2018,28.5,1480.0,82.8,6.62,275.0,21.0,136.0,76.0
2018-19,Odisha,Boudh,Boudh,349.0,Rice,Summer,1550.0,4820.0,3.109677419354839,2018,25.6,1609.0,76.8,6.56,204.0,34.0,176.0,27.0
2018-19,Odisha,Anugul,Anugul,344.0,Rice,Summer,230.0,700.0,3.0434782608695654,2018,26.4,1715.0,78.1,5.76,199.0,21.0,149.0,67.0
