fiscal_year,district,district_source,district_lgd_code,season,area,production,reported_crop_yield,year,avg_temperature_c,rainfall_mm,humidity_pct,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,irrigation_pct,yield_kg_ha
2020-21,Puri,Puri,369.0,Winter,100490.0,214690.0,2.14,2020,26.4,1854.0,78.5,6.26,226.0,23.0,179.0,44.0,2136.431485719972
2020-21,Cuttack,Cuttack,350.0,Autumn,760.0,1580.0,2.08,2020,26.6,1194.0,80.8,6.67,261.0,18.0,194.0,92.0,2078.9473684210525
2020-21,Sundargarh,Sundargarh,373.0,Autumn,68760.0,142780.0,2.08,2020,25.3,1796.0,85.5,5.71,335.0,24.0,161.0,68.0,2076.497963932519
2020-21,Mayurbhanj,Mayurbhanj,365.0,Autumn,10660.0,22010.0,2.06,2020,27.4,1069.0,83.0,5.82,320.0,28.0,190.0,68.0,2064.7279549718573
2020-21,Gajapati,Gajapati,353.0,Summer,190.0,380.0,2.0,2020,28.3,1741.0,83.5,5.47,303.0,16.0,160.0,66.0,2000.0
2020-21,Jagatsinghapur,Jagatsinghapur,355.0,Autumn,350.0,700.0,2.0,2020,26.6,1302.0,78.3,5.97,359.0,23.0,160.0,47.0,2000.0
2020-21,Rayagada,Rayagada,370.0,Autumn,910.0,1780.0,1.96,2020,27.1,1526.0,85.2,5.83,303.0,20.0,167.0,48.0,1956.043956043956
2020-21,Jajapur,Jajapur,356.0,Winter,113940.0,220140.0,1.93,2020,27.7,1549.0,86.3,6.33,242.0,24.0,164.0,63.0,1932.0695102685625
2020-21,Nuapada,Nuapada,368.0,Autumn,33450.0,64330.0,1.92,2020,28.0,1304.0,86.4,6.03,333.0,29.0,112.0,65.0,1923.168908819133
2020-21,Kendrapara,Kendrapara,360.0,Autumn,1240.0,2320.0,1.87,2020,24.6,1189.0,77.6,7.0,255.0,20.0,146.0,72.0,1870.967741935484
2020-21,Kendrapara,Kendrapara,360.0,Winter,127870.0,231430.0,1.81,2020,26.7,1213.0,81.4,6.58,320.0,23.0,171.0,56.0,1809.8850394932354
2020-21,Dhenkanal,Dhenkanal,352.0,Autumn,200.0,340.0,1.7,2020,28.3,1547.0,86.5,5.86,308.0,24.0,171.0,86.0,1700.0
2020-21,Balangir,Balangir,345.0,Autumn,49190.0,82940.0,1.69,2020,24.5,1435.0,75.3,6.05,316.0,17.0,170.0,38.0,1686.115064037406
2020-21,Bargarh,Bargarh,347.0,Autumn,49430.0,81330.0,1.65,2020,27.6,1348.0,80.0,6.06,339.0,26.0,159.0,87.0,1645.3570706048959
2020-21,Kandhamal,Kandhamal,359.0,Autumn,4570.0,7000.0,1.53,2020,23.6,1624.0,76.3,7.52,234.0,23.0,124.0,79.0,1531.7286652078774
2020-21,Kalahandi,Kalahandi,358.0,Autumn,27460.0,41200.0,1.5,2020,25.5,1541.0,78.3,5.6,283.0,19.0,167.0,63.0,1500.3641660597232
2020-21,Malkangiri,Malkangiri,364.0,Autumn,14270.0,20570.0,1.44,2020,27.1,1314.0,78.0,6.28,353.0,17.0,169.0,63.0,1441.4856341976174
2020-21,Khordha,Khordha,362.0,Autumn,10.0,10.0,1.0,2020,24.5,1234.0,87.0,5.37,319.0,24.0,147.0,54.0,1000.0
2020-21,Nayagarh,Nayagarh,367.0,Summer,30.0,30.0,1.0,2020,25.5,1544.0,81.1,6.2,291.0,28.0,172.0,46.0,1000.0
2020-21,Nayagarh,Nayagarh,367.0,Autumn,10.0,10.0,1.0,2020,24.8,1353.0,78.5,6.96,249.0,26.0,170.0,51.0,1000.0
2020-21,Jajapur,Jajapur,356.0,Autumn,14130.0,9760.0,0.69,2020,29.5,1468.0,77.9,6.04,289.0,18.0,154.0,64.0,690.7289455060155
2019-20,Cuttack,Cuttack,350.0,Summer,2050.0,8600.0,4.195121951219512,2019,27.2,1734.0,82.6,6.64,253.0,22.0,163.0,92.0,4195.121951219512
2019-20,Sonepur,Sonepur,372.0,Summer,38200.0,156670.0,4.10130890052356,2019,27.9,1540.0,82.0,6.17,234.0,26.0,182.0,71.0,4101.308900523561
2019-20,Jharsuguda,Jharsuguda,357.0,Summer,610.0,2490.0,4.081967213114754,2019,26.7,1295.0,87.4,6.03,305.0,30.0,171.0,36.0,4081.967213114754
2019-20,Jharsuguda,Jharsuguda,357.0,Winter,29940.0,110820.0,3.701402805611224,2019,26.5,1479.0,84.0,6.1,287.0,32.0,146.0,43.0,3701.4028056112224
2019-20,Kalahandi,Kalahandi,358.0,Summer,34190.0,126130.0,3.689090377303305,2019,24.6,1279.0,76.3,5.97,258.0,25.0,196.0,72.0,3689.090377303305
2019-20,Rayagada,Rayagada,370.0,Summer,3310.0,11760.0,3.5528700906344413,2019,26.6,1740.0,79.5,5.95,299.0,29.0,188.0,58.0,3552.870090634441
2019-20,Sambalpur,Sambalpur,371.0,Summer,11550.0,40550.0,3.51082251082251,2019,25.9,1349.0,86.3,5.67,267.0,17.0,149.0,43.0,3510.822510822511
2019-20,Balasore,Baleshwar,346.0,Summer,43710.0,149020.0,3.40928849233585,2019,28.3,1487.0,79.5,6.8,347.0,27.0,151.0,44.0,3409.2884923358497
2019-20,Khordha,Khordha,362.0,Summer,590.0,1970.0,3.3389830508474576,2019,28.7,1505.0,88.9,6.04,284.0,32.0,152.0,40.0,3338.9830508474574
2019-20,Rayagada,Rayagada,370.0,Winter,52130.0,172310.0,3.305390370228276,2019,29.2,1479.0,77.6,6.32,340.0,24.0,177.0,84.0,3305.3903702282755
2019-20,Cuttack,Cuttack,350.0,Winter,116810.0,384520.0,3.2918414519304853,2019,28.3,1097.0,84.3,5.85,257.0,31.0,179.0,57.0,3291.8414519304856
2019-20,Nabarangpur,Nabarangpur,366.0,Winter,105290.0,342380.0,3.251780795897046,2019,26.1,1190.0,78.6,6.65,306.0,31.0,177.0,58.0,3251.780795897046
2019-20,Nuapada,Nuapada,368.0,Summer,8730.0,28200.0,3.2302405498281788,2019,25.3,1369.0,80.0,6.09,350.0,27.0,179.0,53.0,3230.2405498281787
2019-20,Sonepur,Sonepur,372.0,Winter,96450.0,307330.0,3.1864178330741315,2019,27.5,1425.0,81.5,5.47,325.0,23.0,154.0,35.0,3186.4178330741315
2019-20,Anugul,Anugul,344.0,Winter,57960.0,184170.0,3.177536231884058,2019,24.3,1278.0,85.3,6.36,224.0,23.0,127.0,63.0,3177.536231884058
2019-20,Balangir,Balangir,345.0,Summer,2240.0,6960.0,3.107142857142857,2019,27.5,1207.0,83.9,6.92,310.0,32.0,182.0,77.0,3107.1428571428573
2019-20,Puri,Puri,369.0,Summer,27840.0,85890.0,3.0851293103448274,2019,28.2,1378.0,85.0,5.85,286.0,26.0,185.0,53.0,3085.1293103448274
2019-20,Kendujhar,Kendujhar,361.0,Winter,147690.0,455070.0,3.0812512695510867,2019,27.1,1366.0,78.4,6.02,312.0,18.0,187.0,63.0,3081.251269551087
2019-20,Kendujhar,Kendujhar,361.0,Summer,2120.0,6390.0,3.0141509433962264,2019,26.7,1542.0,81.1,5.74,315.0,24.0,157.0,75.0,3014.1509433962265
2019-20,Kalahandi,Kalahandi,358.0,Winter,156190.0,469310.0,3.00473781932262,2019,25.8,1391.0,83.7,6.25,206.0,39.0,172.0,70.0,3004.73781932262
2019-20,Anugul,Anugul,344.0,Summer,30.0,90.0,3.0,2019,24.8,1558.0,78.6,6.23,269.0,12.0,173.0,46.0,3000.0
2019-20,Koraput,Koraput,363.0,Summer,27570.0,81960.0,2.9727965179542983,2019,28.2,1343.0,88.5,6.48,262.0,31.0,195.0,53.0,2972.796517954298
2019-20,Koraput,Koraput,363.0,Winter,86250.0,253870.0,2.9434202898550725,2019,26.5,1404.0,78.9,6.42,290.0,21.0,127.0,60.0,2943.4202898550725
2019-20,Sambalpur,Sambalpur,371.0,Winter,79090.0,228920.0,2.894424073839929,2019,26.6,1387.0,80.8,5.87,217.0,27.0,180.0,83.0,2894.4240738399294
2019-20,Mayurbhanj,Mayurbhanj,365.0,Summer,9250.0,26230.0,2.835675675675676,2019,29.6,1309.0,78.0,6.29,247.0,28.0,158.0,77.0,2835.675675675676
2019-20,Jharsuguda,Jharsuguda,357.0,Autumn,21880.0,61270.0,2.800274223034735,2019,28.0,1563.0,73.4,6.07,320.0,17.0,158.0,56.0,2800.274223034735
2019-20,Bhadrak,Bhadrak,348.0,Summer,930.0,2600.0,2.795698924731183,2019,27.6,1304.0,89.2,5.76,291.0,16.0,178.0,30.0,2795.6989247311826
2019-20,Boudh,Boudh,349.0,Winter,60260.0,167030.0,2.771822104215068,2019,27.2,1356.0,81.2,6.15,247.0,20.0,174.0,57.0,2771.822104215068
2019-20,Nabarangpur,Nabarangpur,366.0,Autumn,16410.0,45480.0,2.7714808043875685,2019,29.3,1437.0,80.2,7.72,276.0,24.0,148.0,45.0,2771.4808043875687
2019-20,Dhenkanal,Dhenkanal,352.0,Winter,79990.0,221030.0,2.763220402550319,2019,29.6,1216.0,81.2,7.13,323.0,16.0,175.0,72.0,2763.220402550319
2019-20,Boudh,Boudh,349.0,Summer,950.0,2570.0,2.705263157894737,2019,28.4,1392.0,87.7,6.26,221.0,27.0,173.0,45.0,2705.2631578947367
2019-20,Nabarangpur,Nabarangpur,366.0,Summer,2730.0,7310.0,2.677655677655677,2019,27.9,1322.0,78.1,6.9,278.0,27.0,198.0,48.0,2677.6556776556777
2019-20,Ganjam,Ganjam,354.0,Summer,30.0,80.0,2.6666666666666665,2019,23.9,1380.0,84.7,6.18,277.0,25.0,170.0,59.0,2666.6666666666665
2019-20,Sonepur,Sonepur,372.0,Autumn,17030.0,44580.0,2.6177334116265416,2019,27.2,1439.0,80.3,6.18,292.0,25.0,181.0,57.0,2617.7334116265415
2019-20,Khordha,Khordha,362.0,Winter,88470.0,230480.0,2.6051768961229795,2019,26.8,1306.0,79.6,5.42,303.0,17.0,135.0,45.0,2605.1768961229795
2019-20,Nayagarh,Nayagarh,367.0,Winter,86320.0,224550.0,2.6013670064874885,2019,27.1,1410.0,84.3,5.82,352.0,22.0,156.0,81.0,2601.367006487488
2019-20,Ganjam,Ganjam,354.0,Winter,281440.0,726160.0,2.5801591813530416,2019,28.4,1686.0,86.0,5.89,304.0,24.0,146.0,42.0,2580.1591813530413
2019-20,Bargarh,Bargarh,347.0,Summer,69610.0,176110.0,2.5299525930182445,2019,22.9,1445.0,79.9,6.24,264.0,28.0,164.0,20.0,2529.9525930182444
2019-20,Gajapati,Gajapati,353.0,Winter,30790.0,77690.0,2.523221825267944,2019,26.1,1656.0,78.9,6.21,329.0,25.0,199.0,32.0,2523.221825267944
2019-20,Balangir,Balangir,345.0,Winter,121350.0,295310.0,2.433539348990524,2019,26.3,1589.0,86.4,5.96,300.0,27.0,159.0,57.0,2433.539348990523
2019-20,Cuttack,Cuttack,350.0,Autumn,150.0,360.0,2.4,2019,24.9,1311.0,79.7,6.13,340.0,24.0,164.0,33.0,2400.0
2019-20,Dhenkanal,Dhenkanal,352.0,Summer,410.0,970.0,2.365853658536585,2019,28.3,1469.0,74.6,5.65,323.0,26.0,155.0,30.0,2365.8536585365855
2019-20,Malkangiri,Malkangiri,364.0,Winter,91450.0,212760.0,2.3265172225259705,2019,27.4,1474.0,87.6,5.95,313.0,32.0,193.0,58.0,2326.5172225259703
2019-20,Nuapada,Nuapada,368.0,Winter,51360.0,117270.0,2.2832943925233646,2019,25.5,1340.0,76.5,6.05,207.0,18.0,187.0,80.0,2283.2943925233644
2019-20,Rayagada,Rayagada,370.0,Autumn,1610.0,3660.0,2.2732919254658386,2019,27.5,1302.0,85.1,5.7,281.0,22.0,185.0,65.0,2273.2919254658386
2019-20,Puri,Puri,369.0,Winter,89810.0,203510.0,2.266006012693464,2019,28.2,1182.0,82.7,6.07,264.0,22.0,159.0,46.0,2266.006012693464
2019-20,Balasore,Baleshwar,346.0,Winter,162390.0,366860.0,2.259129256727631,2019,27.0,1719.0,83.2,5.87,331.0,21.0,163.0,65.0,2259.129256727631
2019-20,Kendujhar,Kendujhar,361.0,Autumn,27980.0,63090.0,2.2548248749106503,2019,28.2,1275.0,79.7,6.69,314.0,19.0,175.0,46.0,2254.8248749106506
2019-20,Mayurbhanj,Mayurbhanj,365.0,Winter,297110.0,663750.0,2.234021069637508,2019,27.1,1692.0,83.5,6.1,294.0,27.0,168.0,24.0,2234.021069637508
2019-20,Koraput,Koraput,363.0,Autumn,11810.0,26130.0,2.212531752751905,2019,26.4,1366.0,75.3,6.12,313.0,22.0,149.0,63.0,2212.531752751905
2019-20,Kandhamal,Kandhamal,359.0,Summer,100.0,220.0,2.2,2019,25.3,1295.0,84.4,6.37,262.0,27.0,180.0,62.0,2200.0
2019-20,Kendrapara,Kendrapara,360.0,Winter,125170.0,267710.0,2.138771271071343,2019,26.9,1562.0,88.2,6.42,307.0,22.0,123.0,72.0,2138.771271071343
2019-20,Anugul,Anugul,344.0,Autumn,4070.000000000001,8640.0,2.122850122850122,2019,27.3,1336.0,85.5,5.51,288.0,18.0,186.0,69.0,2122.8501228501223
2019-20,Jagatsinghapur,Jagatsinghapur,355.0,Winter,79940.0,169200.0,2.1165874405804352,2019,28.3,1552.0,73.9,6.05,226.0,30.0,200.0,58.0,2116.587440580435
2019-20,Kendrapara,Kendrapara,360.0,Summer,1760.0,3710.0,2.1079545454545454,2019,26.8,1390.0,78.1,5.84,297.0,33.0,172.0,69.0,2107.9545454545455
2019-20,Kalahandi,Kalahandi,358.0,Autumn,22040.0,46010.0,2.0875680580762253,2019,27.7,1536.0,81.2,6.14,310.0,25.0,183.0,46.0,2087.568058076225
2019-20,Dhenkanal,Dhenkanal,352.0,Autumn,570.0,1180.0,2.0701754385964914,2019,25.6,1276.0,83.9,5.99,327.0,27.0,164.0,37.0,2070.1754385964914
2019-20,Kendrapara,Kendrapara,360.0,Autumn,870.0,1800.0,2.0689655172413794,2019,25.8,1600.0,81.6,6.26,303.0,33.0,144.0,31.0,2068.9655172413795
2019-20,Boudh,Boudh,349.0,Autumn,1830.0,3710.0,2.0273224043715845,2019,26.8,1538.0,80.0,5.81,320.0,27.0,192.0,48.0,2027.3224043715848
2019-20,Nayagarh,Nayagarh,367.0,Summer,10.0,20.0,2.0,2019,25.4,1284.0,84.4,5.97,224.0,30.0,147.0,67.0,2000.0
2019-20,Deogarh,Deogarh,351.0,Winter,37230.0,72740.0,1.9538006983615364,2019,28.2,1926.0,86.7,5.96,272.0,28.0,209.0,71.0,1953.8006983615364
2019-20,Sundargarh,Sundargarh,373.0,Winter,113770.0,216840.0,1.90595060209194,2019,27.7,1547.0,81.1,6.63,280.0,31.0,158.0,45.0,1905.9506020919398
2019-20,Nuapada,Nuapada,368.0,Autumn,33870.0,63510.0,1.87511071744907,2019,27.4,1862.0,84.9,6.35,273.0,26.0,166.0,65.0,1875.11071744907
2019-20,Bargarh,Bargarh,347.0,Winter,184570.0,345220.0,1.870401473695617,2019,27.5,1738.0,71.7,6.35,282.0,25.0,165.0,67.0,1870.401473695617
2019-20,Kandhamal,Kandhamal,359.0,Winter,36410.0,67940.0,1.865970887118924,2019,30.0,1416.0,78.2,6.09,265.0,27.0,173.0,71.0,1865.9708871189234
2019-20,Jajapur,Jajapur,356.0,Winter,121960.0,222660.0,1.825680551000328,2019,26.3,1376.0,80.7,6.05,311.0,17.0,153.0,64.0,1825.680551000328
2019-20,Malkangiri,Malkangiri,364.0,Summer,680.0,1220.0,1.7941176470588236,2019,27.3,1121.0,83.3,6.51,289.0,31.0,189.0,56.0,1794.1176470588234
2019-20,Bhadrak,Bhadrak,348.0,Winter,154430.0,275250.0,1.7823609402318203,2019,26.9,1325.0,86.1,6.21,288.0,31.0,136.0,42.0,1782.3609402318202
2019-20,Sambalpur,Sambalpur,371.0,Autumn,37370.0,65410.0,1.7503344929087503,2019,26.2,1494.0,84.0,6.66,290.0,26.0,151.0,40.0,1750.3344929087502
2019-20,Gajapati,Gajapati,353.0,Summer,240.0,420.0,1.75,2019,25.5,1725.0,79.5,6.71,252.0,19.0,147.0,80.0,1750.0
2019-20,Jagatsinghapur,Jagatsinghapur,355.0,Summer,1480.0,2470.0,1.6689189189189189,2019,26.3,1311.0,75.9,5.53,334.0,30.0,163.0,68.0,1668.918918918919
2019-20,Mayurbhanj,Mayurbhanj,365.0,Autumn,15480.0,24580.0,1.5878552971576227,2019,27.3,1609.0,84.2,6.37,277.0,24.0,166.0,58.0,1587.8552971576228
2019-20,Balangir,Balangir,345.0,Autumn,50850.0,80570.0,1.584464110127827,2019,26.2,1225.0,74.6,6.18,235.0,18.0,161.0,44.0,1584.4641101278269
2019-20,Jagatsinghapur,Jagatsinghapur,355.0,Autumn,800.0,1210.0,1.5125,2019,30.6,1344.0,84.6,6.36,313.0,27.0,171.0,50.0,1512.5
2019-20,Sundargarh,Sundargarh,373.0,Autumn,78090.0,116660.0,1.4939172749391727,2019,25.6,1368.0,81.2,6.65,285.0,28.0,184.0,57.0,1493.9172749391728
2019-20,Malkangiri,Malkangiri,364.0,Autumn,12110.0,17960.0,1.4830718414533444,2019,25.8,1517.0,77.3,5.83,282.0,28.0,181.0,72.0,1483.0718414533444
2019-20,Deogarh,Deogarh,351.0,Autumn,11700.0,16680.0,1.4256410256410257,2019,23.6,1532.0,83.1,5.55,282.0,22.0,162.0,67.0,1425.6410256410256
2019-20,Sundargarh,Sundargarh,373.0,Summer,1040.0,1440.0,1.3846153846153846,2019,27.4,1623.0,82.0,6.64,299.0,21.0,170.0,58.0,1384.6153846153845
2019-20,Kandhamal,Kandhamal,359.0,Autumn,3240.0,4430.0,1.367283950617284,2019,24.0,1589.0,81.9,5.8,283.0,17.0,148.0,71.0,1367.283950617284
2019-20,Bargarh,Bargarh,347.0,Autumn,45030.0,60670.0,1.347324006218077,2019,26.2,1494.0,81.7,5.93,258.0,32.0,191.0,48.0,1347.3240062180769
2019-20,Jajapur,Jajapur,356.0,Summer,650.0,860.0,1.323076923076923,2019,26.6,1520.0,83.7,6.28,235.0,25.0,169.0,85.0,1323.076923076923
2019-20,Jajapur,Jajapur,356.0,Autumn,11280.0,11880.0,1.053191489361702,2019,25.9,1736.0,85.7,5.93,296.0,32.0,116.0,67.0,1053.1914893617022
2019-20,Gajapati,Gajapati,353.0,Autumn,10.0,10.0,1.0,2019,29.6,1358.0,84.0,5.56,232.0,23.0,158.0,23.0,1000.0
2018-19,Sambalpur,Sambalpur,371.0,Summer,11110.0,49810.0,4.483348334833483,2018,28.5,1589.0,86.0,6.21,324.0,33.0,147.0,49.0,4483.348334833483
2018-19,Sonepur,Sonepur,372.0,Summer,35480.0,154010.0,4.340755355129651,2018,29.0,1125.0,81.8,5.89,252.0,15.0,185.0,53.0,4340.7553551296505
2018-19,Bargarh,Bargarh,347.0,Summer,69780.0,249680.0,3.578102608197191,2018,25.7,1524.0,88.5,6.44,255.0,25.0,153.0,84.0,3578.1026081971913
2018-19,Balasore,Baleshwar,346.0,Summer,38790.0,135450.0,3.491879350348028,2018,28.7,1363.0,84.3,6.0,251.0,20.0,151.0,57.0,3491.879350348028
2018-19,Jharsuguda,Jharsuguda,357.0,Summer,680.0,2200.0,3.235294117647059,2018,28.2,1637.0,77.6,6.12,258.0,17.0,130.0,73.0,3235.294117647059
2018-19,Dhenkanal,Dhenkanal,352.0,Winter,88450.0,278490.0,3.14855850763143,2018,28.5,1480.0,82.8,6.62,275.0,21.0,136.0,76.0,3148.55850763143
2018-19,Boudh,Boudh,349.0,Summer,1550.0,4820.0,3.109677419354839,2018,25.6,1609.0,76.8,6.56,204.0,34.0,176.0,27.0,3109.6774193548385
2018-19,Anugul,Anugul,344.0,Summer,230.0,700.0,3.0434782608695654,2018,26.4,1715.0,78.1,5.76,199.0,21.0,149.0,67.0,3043.478260869565
2018-19,Rayagada,Rayagada,370.0,Summer,3100.0,9370.0,3.02258064516129,2018,28.3,1520.0,83.0,7.32,260.0,29.0,188.0,38.0,3022.5806451612902
2018-19,Koraput,Koraput,363.0,Summer,28090.0,82890.0,2.950872196511214,2018,23.0,1661.0,79.6,6.07,316.0,14.0,144.0,56.0,2950.872196511214
2018-19,Kalahandi,Kalahandi,358.0,Summer,39420.0,113500.0,2.8792491121258244,2018,29.3,1391.0,78.3,5.74,239.0,36.0,166.0,53.0,2879.2491121258245
2018-19,Puri,Puri,369.0,Summer,31170.0,88660.0,2.8444016682707733,2018,27.8,1449.0,81.9,6.56,282.0,24.0,158.0,72.0,2844.4016682707734
2018-19,Boudh,Boudh,349.0,Winter,60360.0,171270.0,2.837475149105368,2018,26.9,1356.0,82.3,6.06,335.0,29.0,142.0,100.0,2837.475149105368
2018-19,Cuttack,Cuttack,350.0,Summer,780.0,2190.0,2.8076923076923075,2018,27.3,1638.0,81.2,7.06,239.0,30.0,168.0,34.0,2807.6923076923076
2018-19,Anugul,Anugul,344.0,Winter,61280.0,168350.0,2.7472258485639687,2018,25.5,1525.0,80.5,6.54,270.0,21.0,152.0,65.0,2747.2258485639686
2018-19,Koraput,Koraput,363.0,Winter,93000.0,254610.0,2.737741935483871,2018,26.5,1359.0,85.4,6.12,259.0,26.0,165.0,77.0,2737.7419354838707
2018-19,Sonepur,Sonepur,372.0,Winter,90260.0,244040.0,2.703744737425216,2018,28.7,1478.0,83.4,6.83,316.0,23.0,174.0,55.0,2703.744737425216
2018-19,Nuapada,Nuapada,368.0,Summer,3060.0,8260.0,2.6993464052287583,2018,28.9,1637.0,81.1,6.54,301.0,21.0,147.0,48.0,2699.346405228758
2018-19,Cuttack,Cuttack,350.0,Winter,96450.0,260150.0,2.6972524624157592,2018,31.0,1443.0,91.9,5.71,307.0,16.0,214.0,84.0,2697.2524624157595
2018-19,Kendujhar,Kendujhar,361.0,Summer,570.0,1530.0,2.6842105263157894,2018,26.9,1279.0,82.8,6.56,372.0,23.0,153.0,53.0,2684.2105263157896
2018-19,Kendrapara,Kendrapara,360.0,Summer,70.0,180.0,2.571428571428572,2018,26.0,1474.0,86.5,5.99,342.0,28.0,181.0,52.0,2571.4285714285716
2018-19,Balangir,Balangir,345.0,Summer,390.0,990.0,2.5384615384615383,2018,26.2,1093.0,79.8,6.17,282.0,29.0,163.0,59.0,2538.4615384615386
2018-19,Rayagada,Rayagada,370.0,Winter,46260.0,117080.0,2.5309122351923907,2018,25.5,1588.0,76.5,6.25,278.0,25.0,167.0,51.0,2530.9122351923907
2018-19,Balasore,Baleshwar,346.0,Winter,182830.0,452190.0,2.473281190176667,2018,26.9,1374.0,78.8,5.85,234.0,26.0,168.0,68.0,2473.2811901766668
2018-19,Mayurbhanj,Mayurbhanj,365.0,Summer,4450.0,10970.0,2.465168539325843,2018,27.6,1366.0,80.9,5.67,225.0,26.0,151.0,41.0,2465.1685393258426
2018-19,Nayagarh,Nayagarh,367.0,Winter,87470.0,209540.0,2.39556419343775,2018,26.9,1608.0,80.0,6.35,283.0,20.0,164.0,47.0,2395.56419343775
2018-19,Kendujhar,Kendujhar,361.0,Winter,131130.0,314000.0,2.394570273774117,2018,28.6,1204.0,87.3,5.64,240.0,16.0,165.0,52.0,2394.570273774117
2018-19,Dhenkanal,Dhenkanal,352.0,Summer,1030.0,2280.0,2.2135922330097086,2018,26.6,1800.0,81.5,5.17,307.0,21.0,168.0,69.0,2213.5922330097087
2018-19,Sundargarh,Sundargarh,373.0,Summer,240.0,530.0,2.208333333333333,2018,26.5,1364.0,83.8,5.87,257.0,16.0,157.0,68.0,2208.3333333333335
2018-19,Kandhamal,Kandhamal,359.0,Summer,100.0,220.0,2.2,2018,26.1,1356.0,81.8,6.33,265.0,28.0,164.0,80.0,2200.0
2018-19,Khordha,Khordha,362.0,Winter,87910.0,191540.0,2.178819246957115,2018,24.6,1634.0,80.3,6.09,231.0,36.0,139.0,53.0,2178.8192469571154
2018-19,Jagatsinghapur,Jagatsinghapur,355.0,Winter,79040.0,171820.0,2.173836032388664,2018,24.6,1578.0,82.2,6.71,359.0,29.0,159.0,64.0,2173.836032388664
2018-19,Bhadrak,Bhadrak,348.0,Summer,1710.0,3660.0,2.1403508771929824,2018,25.2,1891.0,88.9,6.27,312.0,23.0,153.0,77.0,2140.3508771929824
2018-19,Puri,Puri,369.0,Winter,88980.0,186860.0,2.1000224769611147,2018,29.0,1412.0,78.9,5.89,260.0,24.0,166.0,59.0,2100.022476961115
2018-19,Mayurbhanj,Mayurbhanj,365.0,Winter,308310.0,643560.0,2.0873795854821444,2018,28.3,1428.0,85.1,6.02,290.0,30.0,172.0,71.0,2087.3795854821446
2018-19,Malkangiri,Malkangiri,364.0,Summer,410.0,850.0,2.073170731707317,2018,29.1,1184.0,77.9,5.63,331.0,21.0,165.0,41.0,2073.170731707317
2018-19,Kalahandi,Kalahandi,358.0,Winter,150800.0,307700.0,2.0404509283819627,2018,25.0,1390.0,80.2,6.63,253.0,25.0,200.0,71.0,2040.450928381963
2018-19,Malkangiri,Malkangiri,364.0,Winter,83610.0,168910.0,2.0202128931945937,2018,24.0,1320.0,82.0,5.65,352.0,13.0,138.0,62.0,2020.212893194594
2018-19,Boudh,Boudh,349.0,Autumn,2210.0,4450.0,2.013574660633484,2018,26.0,1369.0,83.3,5.83,249.0,18.0,189.0,51.0,2013.5746606334842
2018-19,Kandhamal,Kandhamal,359.0,Winter,34290.0,68980.0,2.0116652085156024,2018,27.3,1136.0,87.9,6.14,279.0,21.0,175.0,41.0,2011.6652085156022
2018-19,Rayagada,Rayagada,370.0,Autumn,910.0,1770.0,1.945054945054945,2018,28.6,1195.0,78.6,5.6,196.0,20.0,127.0,66.0,1945.0549450549452
2018-19,Anugul,Anugul,344.0,Autumn,6900.0,13380.0,1.9391304347826088,2018,27.4,946.0,84.6,5.84,320.0,27.0,174.0,62.0,1939.1304347826087
2018-19,Kalahandi,Kalahandi,358.0,Autumn,21530.0,39440.0,1.831862517417557,2018,29.6,1236.0,80.5,6.31,288.0,25.0,158.0,57.0,1831.862517417557
2018-19,Nabarangpur,Nabarangpur,366.0,Summer,590.0,1080.0,1.8305084745762712,2018,26.7,1341.0,83.0,6.65,224.0,33.0,170.0,74.0,1830.5084745762713
2018-19,Sonepur,Sonepur,372.0,Autumn,15070.0,27300.0,1.8115461181154613,2018,25.6,1243.0,81.5,6.34,228.0,19.0,137.0,74.0,1811.5461181154612
2018-19,Bhadrak,Bhadrak,348.0,Winter,149400.0,270580.0,1.8111111111111111,2018,24.5,1648.0,74.2,6.19,325.0,14.0,153.0,45.0,1811.111111111111
2018-19,Jajapur,Jajapur,356.0,Winter,105410.0,189950.0,1.8020111943838344,2018,25.7,1425.0,84.0,5.58,280.0,12.0,163.0,55.0,1802.0111943838347
2018-19,Deogarh,Deogarh,351.0,Winter,40780.0,73160.0,1.794016674840608,2018,27.4,1455.0,84.3,5.95,335.0,23.0,193.0,52.0,1794.0166748406082
2018-19,Kendujhar,Kendujhar,361.0,Autumn,28990.0,51810.0,1.787167988961711,2018,25.7,1560.0,85.7,6.41,307.0,30.0,156.0,60.0,1787.167988961711
2018-19,Ganjam,Ganjam,354.0,Winter,249170.0,436520.0,1.7518962957017297,2018,28.4,1501.0,89.2,6.63,283.0,25.0,127.0,57.0,1751.8962957017297
2018-19,Gajapati,Gajapati,353.0,Summer,410.0,690.0,1.6829268292682926,2018,29.1,1626.0,77.2,6.56,286.0,27.0,171.0,68.0,1682.9268292682927
2018-19,Ganjam,Ganjam,354.0,Summer,30.0,50.0,1.6666666666666667,2018,23.4,1250.0,84.1,6.26,266.0,24.0,195.0,42.0,1666.6666666666667
2018-19,Cuttack,Cuttack,350.0,Autumn,620.0,1000.0,1.6129032258064515,2018,28.3,1351.0,83.6,6.68,288.0,25.0,159.0,62.0,1612.9032258064517
