fiscal_year,state,district_as_per_source,district_as_per_lgd,district_lgd_code,crop,season,area,production,crop_yield,unit,note
2011-12,Odisha,Nayagarh,Nayagarh,367.0,Rice,Winter,85000.0,54000.0,0.6352941176470588,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Maize,Autumn,1022.0,648.5,0.6345401174168297,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Groundnut,Autumn,27.0,16.7,0.6185185185185185,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Groundnut,Autumn,1729.0,1066.8,0.617004048582996,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Groundnut,Autumn,4627.0,2827.1,0.6110006483682732,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Groundnut,Summer,11.0,6.6,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Groundnut,Winter,4.0,2.4,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Moong(Green Gram),Winter,1.0,0.6,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Ragi,Autumn,161.0,96.6,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Rice,Autumn,5000.0,3000.0,0.6,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Groundnut,Autumn,22.0,12.9,0.5863636363636364,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Rice,Winter,82000.0,48000.0,0.5853658536585366,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Rice,Winter,261000.0,152000.0,0.5823754789272031,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Ragi,Winter,22293.0,12751.6,0.5720001794285202,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Groundnut,Winter,214.0,122.2,0.5710280373831775,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Ragi,Autumn,3.0,1.7,0.5666666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Ragi,Winter,6.0,3.3,0.5499999999999999,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Moong(Green Gram),Winter,16.0,8.7,0.54375,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Sesamum,Summer,6.0,3.2,0.5333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Urad,Summer,3.0,1.6,0.5333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Sesamum,Summer,38.0,20.1,0.5289473684210527,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Sesamum,Summer,5.0,2.6,0.52,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Ragi,Winter,34666.0,17959.4,0.5180695782611204,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Ragi,Winter,1.0,0.5,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Rice,Autumn,12000.0,6000.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Rice,Autumn,26000.0,13000.0,0.5,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Moong(Green Gram),Summer,96.0,46.2,0.48125,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Urad,Winter,291.0,139.4,0.4790378006872852,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Moong(Green Gram),Summer,1521.0,724.0,0.4760026298487837,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Horse-gram,Winter,853.0,406.0,0.4759671746776084,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Groundnut,Winter,166.0,78.5,0.4728915662650602,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Rice,Autumn,36000.0,17000.0,0.4722222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Ragi,Winter,10.0,4.7,0.47,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Ragi,Winter,8131.0,3789.0,0.4659943426392817,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sesamum,Summer,312.0,141.3,0.4528846153846154,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Ragi,Autumn,391.0,176.0,0.4501278772378516,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Maize,Autumn,6.0,2.7,0.45,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Ragi,Autumn,2.0,0.9,0.45,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Rice,Autumn,16000.0,7000.0,0.4375,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Rice,Winter,117000.0,51000.0,0.4358974358974359,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Urad,Winter,2895.0,1256.4,0.4339896373056995,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Horse-gram,Winter,2293.0,990.6,0.4320104666375927,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Ragi,Summer,7.0,3.0,0.4285714285714285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Horse-gram,Winter,254.0,107.7,0.424015748031496,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Urad,Winter,8914.0,3761.7,0.4219991025353377,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Urad,Winter,224.0,93.6,0.4178571428571428,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Urad,Summer,1157.0,476.7,0.4120138288677614,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Sesamum,Summer,153.0,62.7,0.4098039215686275,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Rapeseed and Mustard,Winter,516.0,211.0,0.4089147286821705,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Boudh,Boudh,349.0,Ragi,Autumn,1.0,0.4,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Urad,Summer,4.0,1.6,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Urad,Autumn,11.0,4.4,0.4,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Moong(Green Gram),Winter,110.0,43.8,0.3981818181818181,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Horse-gram,Summer,46.0,18.3,0.3978260869565218,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Moong(Green Gram),Summer,4171.0,1655.9,0.3970031167585711,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Moong(Green Gram),Summer,33814.0,13390.3,0.3959986987638256,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kandhamal,Kandhamal,359.0,Ragi,Autumn,19.0,7.5,0.3947368421052631,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Horse-gram,Summer,15.0,5.9,0.3933333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Sesamum,Summer,1210.0,465.9,0.3850413223140496,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Moong(Green Gram),Summer,160.0,61.4,0.38375,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jagatsinghapur,Jagatsinghapur,355.0,Urad,Summer,495.0,188.6,0.381010101010101,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Urad,Summer,5.0,1.9,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Urad,Summer,15.0,5.7,0.38,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Urad,Summer,639.0,241.5,0.3779342723004695,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Urad,Winter,16222.0,6115.7,0.3770003698680804,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Ragi,Autumn,1110.0,414.0,0.372972972972973,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Moong(Green Gram),Summer,92.0,34.3,0.3728260869565217,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Rapeseed and Mustard,Winter,155.0,57.7,0.372258064516129,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Urad,Autumn,16.0,5.9,0.36875,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Groundnut,Autumn,3.0,1.1,0.3666666666666667,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Horse-gram,Winter,326.0,118.0,0.3619631901840491,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Sesamum,Winter,23.0,8.3,0.3608695652173913,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Moong(Green Gram),Summer,920.0,329.4,0.3580434782608695,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Urad,Summer,19.0,6.8,0.3578947368421052,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Moong(Green Gram),Summer,35003.0,12321.1,0.3520012570351112,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Sesamum,Summer,93.0,32.7,0.3516129032258064,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Urad,Summer,2475.0,866.3,0.350020202020202,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Ragi,Winter,2.0,0.7,0.35,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nuapada,Nuapada,368.0,Ragi,Autumn,385.0,134.0,0.348051948051948,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kalahandi,Kalahandi,358.0,Ragi,Winter,816.0,283.2,0.3470588235294117,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Urad,Summer,5980.0,2069.5,0.3460702341137123,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Urad,Winter,11.0,3.8,0.3454545454545454,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Ragi,Winter,2882.0,994.3,0.3450034698126301,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Gajapati,Gajapati,353.0,Ragi,Winter,31.0,10.6,0.3419354838709677,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Khordha,Khordha,362.0,Sesamum,Summer,157.0,53.5,0.340764331210191,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Moong(Green Gram),Summer,776.0,260.7,0.3359536082474226,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Moong(Green Gram),Winter,28.0,9.4,0.3357142857142857,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Rice,Autumn,12000.0,4000.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Rice,Autumn,12000.0,4000.0,0.3333333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Sesamum,Summer,74.0,24.4,0.3297297297297297,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Ragi,Autumn,1889.0,621.5,0.3290100582318687,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Rapeseed and Mustard,Winter,1188.0,388.5,0.327020202020202,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Moong(Green Gram),Winter,65.0,21.2,0.3261538461538461,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Sesamum,Autumn,4.0,1.3,0.325,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Moong(Green Gram),Summer,147141.0,47584.8,0.3233959263563521,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Horse-gram,Winter,972.0,313.0,0.3220164609053498,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Sesamum,Summer,435.0,139.6,0.320919540229885,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Sesamum,Summer,53.0,17.0,0.320754716981132,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Horse-gram,Winter,809.0,254.8,0.3149567367119901,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Rapeseed and Mustard,Winter,30.0,9.4,0.3133333333333333,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendrapara,Kendrapara,360.0,Moong(Green Gram),Summer,23429.0,7333.3,0.3130009816893593,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Urad,Autumn,138.0,43.1,0.3123188405797101,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Moong(Green Gram),Summer,2408.0,751.3,0.312001661129568,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Moong(Green Gram),Winter,18.0,5.6,0.3111111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Urad,Winter,3092.0,958.5,0.309993531694696,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Moong(Green Gram),Summer,406.0,124.6,0.3068965517241379,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Horse-gram,Winter,1016.0,309.9,0.30501968503937,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Horse-gram,Summer,90.0,27.4,0.3044444444444444,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Horse-gram,Winter,876.0,266.3,0.3039954337899543,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Horse-gram,Winter,2807.0,850.5,0.3029925187032419,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Malkangiri,Malkangiri,364.0,Moong(Green Gram),Summer,252.0,75.3,0.2988095238095238,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Rapeseed and Mustard,Winter,648.0,192.5,0.2970679012345679,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Sesamum,Autumn,132.0,39.1,0.2962121212121212,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jajapur,Jajapur,356.0,Urad,Summer,23.0,6.8,0.2956521739130435,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Jharsuguda,Jharsuguda,357.0,Moong(Green Gram),Summer,83.0,24.5,0.2951807228915662,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Moong(Green Gram),Autumn,123.0,36.3,0.2951219512195122,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Sesamum,Summer,5247.0,1548.0,0.2950257289879931,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Urad,Winter,40.0,11.8,0.295,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Kendujhar,Kendujhar,361.0,Moong(Green Gram),Summer,129.0,37.9,0.2937984496124031,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Sesamum,Winter,242.0,70.7,0.2921487603305785,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Horse-gram,Winter,1707.0,498.4,0.2919742237844171,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Sesamum,Summer,35.0,10.2,0.2914285714285714,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Moong(Green Gram),Summer,13195.0,3839.7,0.2909965896172792,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Sesamum,Winter,10.0,2.9,0.29,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Sesamum,Summer,92.0,26.6,0.2891304347826087,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,State Total,,,Urad,Winter,76386.0,21972.4,0.2876495692928024,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Rapeseed and Mustard,Winter,314.0,90.1,0.2869426751592356,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Urad,Winter,80.0,22.9,0.28625,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Ganjam,Ganjam,354.0,Moong(Green Gram),Summer,40.0,11.4,0.285,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Rapeseed and Mustard,Winter,686.0,195.5,0.2849854227405248,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Urad,Winter,110.0,31.2,0.2836363636363636,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Moong(Green Gram),Winter,1367.0,386.9,0.2830285296269202,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Dhenkanal,Dhenkanal,352.0,Moong(Green Gram),Winter,351.0,99.3,0.2829059829059829,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Urad,Winter,152.0,42.7,0.2809210526315789,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sambalpur,Sambalpur,371.0,Moong(Green Gram),Autumn,109.0,30.6,0.2807339449541284,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Moong(Green Gram),Winter,1156.0,323.7,0.2800173010380622,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Urad,Summer,65.0,18.2,0.2799999999999999,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Sesamum,Winter,41.0,11.4,0.2780487804878049,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Nabarangpur,Nabarangpur,366.0,Groundnut,Autumn,390.0,108.4,0.2779487179487179,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Moong(Green Gram),Summer,206.0,56.9,0.2762135922330097,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Mayurbhanj,Mayurbhanj,365.0,Horse-gram,Winter,986.0,271.2,0.275050709939148,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bhadrak,Bhadrak,348.0,Urad,Winter,1085.0,298.4,0.2750230414746543,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Urad,Summer,18.0,4.9,0.2722222222222222,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Puri,Puri,369.0,Urad,Winter,4803.0,1301.6,0.2709972933583177,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Horse-gram,Winter,3886.0,1049.2,0.2699948533196089,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Gajapati,Gajapati,353.0,Sesamum,Summer,601.0,161.1,0.2680532445923461,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Ragi,Autumn,509.0,135.4,0.2660117878192534,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Baleshwar,Balasore,346.0,Urad,Autumn,50.0,13.3,0.266,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Balangir,Balangir,345.0,Rice,Autumn,53000.0,14000.0,0.2641509433962264,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sundargarh,Sundargarh,373.0,Sesamum,Winter,1708.0,449.2,0.2629976580796253,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Rayagada,Rayagada,370.0,Sesamum,Summer,134.0,35.0,0.2611940298507462,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Cuttack,Cuttack,350.0,Urad,Autumn,18.0,4.7,0.2611111111111111,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Bargarh,Bargarh,347.0,Urad,Autumn,7826.0,2042.6,0.2610017889087656,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Koraput,Koraput,363.0,Horse-gram,Winter,2104.0,549.1,0.2609790874524715,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Deogarh,Deogarh,351.0,Horse-gram,Winter,602.0,157.1,0.2609634551495016,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Sesamum,Summer,41.0,10.6,0.2585365853658536,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Anugul,Anugul,344.0,Sesamum,Summer,342.0,88.2,0.2578947368421053,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
2011-12,Odisha,Sonepur,Sonepur,372.0,Horse-gram,Winter,985.0,253.1,0.2569543147208122,"area in Hectares, production in Tonnes, crop_yield in Tonnes per Hectare",
